,沪深300
2009-04-07,86083256.0
2009-04-08,99328096.0
2009-04-09,74593704.0
2009-04-10,104144408.0
2009-04-13,139014544.0
2009-04-14,110491304.0
2009-04-15,120665296.0
2009-04-16,123729616.0
2009-04-17,101528808.0
2009-04-20,95903696.0
2009-04-21,108185248.0
2009-04-22,124046416.0
2009-04-23,80887944.0
2009-04-24,73360968.0
2009-04-27,72039392.0
2009-04-28,59264984.0
2009-04-29,81885008.0
2009-04-30,85809344.0
2009-05-04,102916568.0
2009-05-05,102313720.0
2009-05-06,105806648.0
2009-05-07,122101160.0
2009-05-08,106724992.0
2009-05-11,125364448.0
2009-05-12,88695944.0
2009-05-13,107112856.0
2009-05-14,82639328.0
2009-05-15,64931432.0
2009-05-18,74835784.0
2009-05-19,97703616.0
2009-05-20,87939216.0
2009-05-21,85535392.0
2009-05-22,61499012.0
2009-05-25,74091672.0
2009-05-26,72316016.0
2009-05-27,67976648.0
2009-06-01,108564880.0
2009-06-02,108338400.0
2009-06-03,112073312.0
2009-06-04,130127712.0
2009-06-05,108476320.0
2009-06-08,96116368.0
2009-06-09,91989888.0
